Year,quarter,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,Total_Bene_TH_Elig,Total_PartB_Enrl,Total_Bene_Telehealth,Pct_Telehealth
2020,1,Ohio,All,All,All,All,0-64,All,114834,155600,13098,0.1141
2020,1,Ohio,All,All,All,All,65-74,All,371554,529010,24712,0.0665
2020,1,Ohio,All,All,All,All,75-84,All,226883,287265,14384,0.0634
2020,1,Ohio,All,All,All,All,85 and over,All,112197,136203,6371,0.0568
2020,1,Ohio,All,All,All,All,All,All,825468,1108078,58565,0.0709
2020,1,Ohio,All,All,All,All,All,Rural,235815,319247,15155,0.0643
2020,1,Ohio,All,All,All,All,All,Unknown,,,,
2020,1,Ohio,All,All,All,All,All,Urban,589206,788184,43370,0.0736
2020,1,Ohio,All,All,All,Disabled,All,All,109814,150424,12602,0.1148
2020,1,Ohio,All,All,All,ESRD,All,All,11683,11873,1159,0.0992
2020,1,Ohio,All,All,Female,All,All,All,462939,599291,34612,0.0748
2020,1,Ohio,All,All,Male,All,All,All,362529,508787,23953,0.0661
2020,1,Ohio,All,American Indian/Alaska Native,All,All,All,All,289,405,25,0.0865
2020,1,Ohio,All,Asian/Pacific Islander,All,All,All,All,6271,9815,449,0.0716
2020,1,Ohio,All,Black/African American,All,All,All,All,62004,85012,5676,0.0915
2020,1,Ohio,All,Hispanic,All,All,All,All,9503,13355,864,0.0909
2020,1,Ohio,All,Non-Hispanic White,All,All,All,All,721246,962043,49779,0.069
2020,1,Ohio,All,Other/Unknown,All,All,All,All,,,,
2020,1,Ohio,Medicare & Medicaid,All,All,All,All,All,151094,186442,15971,0.1057
2020,1,Ohio,Medicare Only,All,All,All,All,All,674374,921637,42594,0.0632
2020,1,Oklahoma,All,All,All,Aged,All,All,319987,419168,13570,0.0424
2020,1,Oklahoma,All,All,All,All,0-64,All,56226,75109,4565,0.0812
2020,1,Oklahoma,All,All,All,All,65-74,All,164961,226439,7452,0.0452
2020,1,Oklahoma,All,All,All,All,75-84,All,111298,139002,4566,0.041
2020,1,Oklahoma,All,All,All,All,85 and over,All,46463,56474,1789,0.0385
2020,1,Oklahoma,All,All,All,All,All,All,378948,497024,18372,0.0485
2020,1,Oklahoma,All,All,All,All,All,Rural,184289,242476,8840,0.048
2020,1,Oklahoma,All,All,All,All,All,Unknown,,,,
2020,1,Oklahoma,All,All,All,All,All,Urban,193207,252629,9452,0.0489
2020,1,Oklahoma,All,All,All,Disabled,All,All,53367,72167,4310,0.0808
2020,1,Oklahoma,All,All,All,ESRD,All,All,5594,5690,492,0.088
2020,1,Oklahoma,All,All,Female,All,All,All,217788,274092,11323,0.052
2020,1,Oklahoma,All,All,Male,All,All,All,161160,222932,7049,0.0437
2020,1,Oklahoma,All,American Indian/Alaska Native,All,All,All,All,32100,39171,1669,0.052
2020,1,Oklahoma,All,Asian/Pacific Islander,All,All,All,All,2741,4348,103,0.0376
2020,1,Oklahoma,All,Black/African American,All,All,All,All,18699,25563,1116,0.0597
2020,1,Oklahoma,All,Hispanic,All,All,All,All,8133,11903,368,0.0452
2020,1,Oklahoma,All,Non-Hispanic White,All,All,All,All,312216,409111,14905,0.0477
2020,1,Oklahoma,All,Other/Unknown,All,All,All,All,,,,
2020,1,Oklahoma,Medicare & Medicaid,All,All,All,All,All,72746,88827,5327,0.0732
2020,1,Oklahoma,Medicare Only,All,All,All,All,All,306202,408198,13045,0.0426
2020,1,Oregon,All,All,All,Aged,All,All,225945,336556,14393,0.0637
2020,1,Oregon,All,All,All,All,0-64,All,37716,56501,4627,0.1227
2020,1,Oregon,All,All,All,All,65-74,All,123580,195941,8409,0.068
2020,1,Oregon,All,All,All,All,75-84,All,74115,102356,4622,0.0624
2020,1,Oregon,All,All,All,All,85 and over,All,29954,40028,1546,0.0516
2020,1,Oregon,All,All,All,All,All,All,265365,394825,19204,0.0724
2020,1,Oregon,All,All,All,All,All,Rural,107788,164307,6590,0.0611
2020,1,Oregon,All,All,All,All,All,Unknown,,,,
2020,1,Oregon,All,All,All,All,All,Urban,157564,230457,12613,0.0801
2020,1,Oregon,All,All,All,Disabled,All,All,35954,54664,4429,0.1232
2020,1,Oregon,All,All,All,ESRD,All,All,3466,3605,382,0.1102
2020,1,Oregon,All,All,Female,All,All,All,148037,207221,11591,0.0783
2020,1,Oregon,All,All,Male,All,All,All,117328,187604,7613,0.0649
2020,1,Oregon,All,American Indian/Alaska Native,All,All,All,All,2970,4136,234,0.0788
2020,1,Oregon,All,Asian/Pacific Islander,All,All,All,All,4062,7061,275,0.0677
2020,1,Oregon,All,Black/African American,All,All,All,All,2565,4090,305,0.1189
2020,1,Oregon,All,Hispanic,All,All,All,All,8827,15109,695,0.0787
2020,1,Oregon,All,Non-Hispanic White,All,All,All,All,240049,353468,17197,0.0716
2020,1,Oregon,All,Other/Unknown,All,All,All,All,,,,
2020,1,Oregon,Medicare & Medicaid,All,All,All,All,All,53458,78833,5403,0.1011
2020,1,Oregon,Medicare Only,All,All,All,All,All,211907,315992,13801,0.0651
2020,1,Pennsylvania,All,All,All,Aged,All,All,850524,1119193,55114,0.0648
2020,1,Pennsylvania,All,All,All,All,0-64,All,133406,179945,16691,0.1251
2020,1,Pennsylvania,All,All,All,All,65-74,All,447296,623589,30988,0.0693
2020,1,Pennsylvania,All,All,All,All,75-84,All,267760,333179,17620,0.0658
2020,1,Pennsylvania,All,All,All,All,85 and over,All,142895,169922,7220,0.0505
2020,1,Pennsylvania,All,All,All,All,All,All,991357,1306635,72519,0.0732
2020,1,Pennsylvania,All,All,All,All,All,Rural,143465,193288,7301,0.0509
2020,1,Pennsylvania,All,All,All,All,All,Unknown,,,,
2020,1,Pennsylvania,All,All,All,All,All,Urban,847393,1112703,65206,0.0769
2020,1,Pennsylvania,All,All,All,Disabled,All,All,127343,173662,16035,0.1259
2020,1,Pennsylvania,All,All,All,ESRD,All,All,13490,13780,1370,0.1016
2020,1,Pennsylvania,All,All,Female,All,All,All,561759,720029,42519,0.0757
2020,1,Pennsylvania,All,All,Male,All,All,All,429598,586605,30000,0.0698
2020,1,Pennsylvania,All,American Indian/Alaska Native,All,All,All,All,276,368,23,0.0833
2020,1,Pennsylvania,All,Asian/Pacific Islander,All,All,All,All,13510,20561,858,0.0635
2020,1,Pennsylvania,All,Black/African American,All,All,All,All,62842,87810,6725,0.107
2020,1,Pennsylvania,All,Hispanic,All,All,All,All,22604,31701,2450,0.1084
2020,1,Pennsylvania,All,Non-Hispanic White,All,All,All,All,866583,1130736,60520,0.0698
2020,1,Pennsylvania,All,Other/Unknown,All,All,All,All,,,,
2020,1,Pennsylvania,Medicare & Medicaid,All,All,All,All,All,181795,230102,17848,0.0982
2020,1,Pennsylvania,Medicare Only,All,All,All,All,All,809562,1076533,54671,0.0675
2020,1,Puerto Rico,All,All,All,All,All,All,31887,48531,1351,0.0424
2020,1,Rhode Island,All,All,All,Aged,All,All,62144,80065,7023,0.113
2020,1,Rhode Island,All,All,All,All,0-64,All,9196,13039,1608,0.1749
2020,1,Rhode Island,All,All,All,All,65-74,All,30765,41868,3570,0.116
2020,1,Rhode Island,All,All,All,All,75-84,All,21093,25822,2480,0.1176
2020,1,Rhode Island,All,All,All,All,85 and over,All,10706,12798,1031,0.0963
2020,1,Rhode Island,All,All,All,All,All,All,71760,93527,8689,0.1211
2020,1,Rhode Island,All,All,All,All,All,Rural,156,224,21,0.1346
2020,1,Rhode Island,All,All,All,All,All,Unknown,,,,
2020,1,Rhode Island,All,All,All,All,All,Urban,71602,93289,8668,0.1211
2020,1,Rhode Island,All,All,All,Disabled,All,All,8876,12701,1575,0.1774
2020,1,Rhode Island,All,All,All,ESRD,All,All,740,761,91,0.123
2020,1,Rhode Island,All,All,Female,All,All,All,41203,51854,5230,0.1269
2020,1,Rhode Island,All,All,Male,All,All,All,30557,41673,3459,0.1132
2020,1,Rhode Island,All,American Indian/Alaska Native,All,All,All,All,99,137,,
2020,1,Rhode Island,All,Asian/Pacific Islander,All,All,All,All,915,1433,70,0.0765
2020,1,Rhode Island,All,Black/African American,All,All,All,All,2037,3007,246,0.1208
2020,1,Rhode Island,All,Hispanic,All,All,All,All,3879,5690,410,0.1057
2020,1,Rhode Island,All,Non-Hispanic White,All,All,All,All,62142,79553,7641,0.123
2020,1,Rhode Island,All,Other/Unknown,All,All,All,All,,,,
2020,1,Rhode Island,Medicare & Medicaid,All,All,All,All,All,12984,16751,1713,0.1319
2020,1,Rhode Island,Medicare Only,All,All,All,All,All,58776,76776,6976,0.1187
2020,1,South Carolina,All,All,All,Aged,All,All,466239,585592,17375,0.0373
2020,1,South Carolina,All,All,All,All,0-64,All,59978,80774,3599,0.06
2020,1,South Carolina,All,All,All,All,65-74,All,250296,329470,9499,0.038
2020,1,South Carolina,All,All,All,All,75-84,All,160304,190420,6015,0.0375
2020,1,South Carolina,All,All,All,All,85 and over,All,60034,70126,2080,0.0346
2020,1,South Carolina,All,All,All,All,All,All,530612,670790,21193,0.0399
2020,1,South Carolina,All,All,All,All,All,Rural,98459,126998,3508,0.0356
2020,1,South Carolina,All,All,All,All,All,Unknown,,,,
2020,1,South Carolina,All,All,All,All,All,Urban,431853,543404,17673,0.0409
2020,1,South Carolina,All,All,All,Disabled,All,All,55183,75850,3373,0.0611
2020,1,South Carolina,All,All,All,ESRD,All,All,9190,9348,445,0.0484
2020,1,South Carolina,All,All,Female,All,All,All,300422,368102,12686,0.0422
2020,1,South Carolina,All,All,Male,All,All,All,230190,302687,8507,0.037
2020,1,South Carolina,All,American Indian/Alaska Native,All,All,All,All,320,417,13,0.0406
2020,1,South Carolina,All,Asian/Pacific Islander,All,All,All,All,3122,4674,96,0.0307
2020,1,South Carolina,All,Black/African American,All,All,All,All,88337,117668,3462,0.0392
2020,1,South Carolina,All,Hispanic,All,All,All,All,5215,7317,218,0.0418
2020,1,South Carolina,All,Non-Hispanic White,All,All,All,All,423232,527053,16995,0.0402
2020,1,South Carolina,All,Other/Unknown,All,All,All,All,,,,
2020,1,South Carolina,Medicare & Medicaid,All,All,All,All,All,62403,77102,3377,0.0541
2020,1,South Carolina,Medicare Only,All,All,All,All,All,468209,593687,17816,0.0381
2020,1,South Dakota,All,All,All,Aged,All,All,72907,109457,2607,0.0358
2020,1,South Dakota,All,All,All,All,0-64,All,9253,13295,714,0.0772
2020,1,South Dakota,All,All,All,All,65-74,All,39680,63727,1463,0.0369
2020,1,South Dakota,All,All,All,All,75-84,All,22386,31446,765,0.0342
2020,1,South Dakota,All,All,All,All,85 and over,All,11361,14810,422,0.0371
2020,1,South Dakota,All,All,All,All,All,All,82680,123279,3364,0.0407
2020,1,South Dakota,All,All,All,All,All,Rural,51320,76840,2456,0.0479
2020,1,South Dakota,All,All,All,All,All,Unknown,,,,
2020,1,South Dakota,All,All,All,All,All,Urban,31347,46417,908,0.029
2020,1,South Dakota,All,All,All,Disabled,All,All,8786,12810,661,0.0752
2020,1,South Dakota,All,All,All,ESRD,All,All,987,1011,96,0.0973
2020,1,South Dakota,All,All,Female,All,All,All,46009,65448,1927,0.0419
2020,1,South Dakota,All,All,Male,All,All,All,36671,57831,1437,0.0392
2020,1,South Dakota,All,American Indian/Alaska Native,All,All,All,All,4283,5992,220,0.0514
2020,1,South Dakota,All,Asian/Pacific Islander,All,All,All,All,332,582,17,0.0512
2020,1,South Dakota,All,Black/African American,All,All,All,All,341,600,18,0.0528
2020,1,South Dakota,All,Hispanic,All,All,All,All,625,972,24,0.0384
2020,1,South Dakota,All,Non-Hispanic White,All,All,All,All,75411,112433,3019,0.04
2020,1,South Dakota,All,Other/Unknown,All,All,All,All,,,,
2020,1,South Dakota,Medicare & Medicaid,All,All,All,All,All,13765,18386,908,0.066
2020,1,South Dakota,Medicare Only,All,All,All,All,All,68915,104893,2456,0.0356
2020,1,Tennessee,All,All,All,Aged,All,All,464789,602614,14751,0.0317
2020,1,Tennessee,All,All,All,All,0-64,All,69253,92740,4893,0.0707
2020,1,Tennessee,All,All,All,All,65-74,All,248042,336764,8689,0.035
2020,1,Tennessee,All,All,All,All,75-84,All,156388,191958,4618,0.0295
2020,1,Tennessee,All,All,All,All,85 and over,All,64696,78327,1685,0.026
2020,1,Tennessee,All,All,All,All,All,All,538379,699789,19885,0.0369
2020,1,Tennessee,All,All,All,All,All,Rural,185872,240461,6676,0.0359
2020,1,Tennessee,All,All,All,All,All,Unknown,,,,
2020,1,Tennessee,All,All,All,All,All,Urban,351920,458475,13185,0.0375
2020,1,Tennessee,All,All,All,Disabled,All,All,64849,88171,4645,0.0716
2020,1,Tennessee,All,All,All,ESRD,All,All,8741,9004,489,0.0559
2020,1,Tennessee,All,All,Female,All,All,All,306573,385449,12223,0.0399
2020,1,Tennessee,All,All,Male,All,All,All,231806,314340,7662,0.0331
2020,1,Tennessee,All,American Indian/Alaska Native,All,All,All,All,293,398,12,0.041
2020,1,Tennessee,All,Asian/Pacific Islander,All,All,All,All,3148,5164,72,0.0229
2020,1,Tennessee,All,Black/African American,All,All,All,All,50981,69435,1886,0.037
2020,1,Tennessee,All,Hispanic,All,All,All,All,4431,6780,149,0.0336
2020,1,Tennessee,All,Non-Hispanic White,All,All,All,All,470400,605567,17416,0.037
2020,1,Tennessee,All,Other/Unknown,All,All,All,All,,,,
2020,1,Tennessee,Medicare & Medicaid,All,All,All,All,All,86628,107324,4846,0.0559
2020,1,Tennessee,Medicare Only,All,All,All,All,All,451751,592465,15039,0.0333
2020,1,Territories,All,All,All,All,All,All,8375,16237,145,0.0173
2020,1,Texas,All,All,All,Aged,All,All,1358144,1812418,100035,0.0737
2020,1,Texas,All,All,All,All,0-64,All,178603,246992,22298,0.1248
2020,1,Texas,All,All,All,All,65-74,All,701654,995348,52882,0.0754
2020,1,Texas,All,All,All,All,75-84,All,466781,583974,34717,0.0744
2020,1,Texas,All,All,All,All,85 and over,All,207450,250945,14257,0.0687
2020,1,Texas,All,All,All,All,All,All,1554488,2077258,124154,0.0799
2020,1,Texas,All,All,All,All,All,Rural,311144,419707,21545,0.0692
2020,1,Texas,All,All,All,All,All,Unknown,,,,
2020,1,Texas,All,All,All,All,All,Urban,1241196,1654405,102468,0.0826
2020,1,Texas,All,All,All,Disabled,All,All,156563,224190,20313,0.1297
2020,1,Texas,All,All,All,ESRD,All,All,39781,40650,3806,0.0957
2020,1,Texas,All,All,Female,All,All,All,876501,1123030,74472,0.085
2020,1,Texas,All,All,Male,All,All,All,677987,954228,49682,0.0733
2020,1,Texas,All,American Indian/Alaska Native,All,All,All,All,2736,3572,266,0.0972
2020,1,Texas,All,Asian/Pacific Islander,All,All,All,All,34698,51547,2511,0.0724
2020,1,Texas,All,Black/African American,All,All,All,All,130448,180537,13528,0.1037
2020,1,Texas,All,Hispanic,All,All,All,All,233251,336786,18611,0.0798
2020,1,Texas,All,Non-Hispanic White,All,All,All,All,1125309,1464801,87065,0.0774
2020,1,Texas,All,Other/Unknown,All,All,All,All,,,,
2020,1,Texas,Medicare & Medicaid,All,All,All,All,All,265497,323753,28869,0.1087
2020,1,Texas,Medicare Only,All,All,All,All,All,1288991,1753505,95285,0.0739
2020,1,Utah,All,All,All,Aged,All,All,132931,185719,6084,0.0458
2020,1,Utah,All,All,All,All,0-64,All,16084,22688,1718,0.1068
2020,1,Utah,All,All,All,All,65-74,All,68782,100821,3446,0.0501
2020,1,Utah,All,All,All,All,75-84,All,45334,59802,1943,0.0429
2020,1,Utah,All,All,All,All,85 and over,All,19711,26001,751,0.0381
2020,1,Utah,All,All,All,All,All,All,149911,209312,7858,0.0524
2020,1,Utah,All,All,All,All,All,Rural,33096,48396,1524,0.046
2020,1,Utah,All,All,All,All,All,Unknown,,,,
2020,1,Utah,All,All,All,All,All,Urban,116795,160865,6333,0.0542
2020,1,Utah,All,All,All,Disabled,All,All,15111,21631,1645,0.1089
2020,1,Utah,All,All,All,ESRD,All,All,1869,1963,129,0.069
2020,1,Utah,All,All,Female,All,All,All,83073,112899,4722,0.0568
2020,1,Utah,All,All,Male,All,All,All,66838,96413,3136,0.0469
2020,1,Utah,All,American Indian/Alaska Native,All,All,All,All,1288,1753,42,0.0326
2020,1,Utah,All,Asian/Pacific Islander,All,All,All,All,2411,3838,121,0.0502
2020,1,Utah,All,Black/African American,All,All,All,All,855,1269,64,0.0749
2020,1,Utah,All,Hispanic,All,All,All,All,6483,10217,367,0.0566
2020,1,Utah,All,Non-Hispanic White,All,All,All,All,135173,186642,7058,0.0522
2020,1,Utah,All,Other/Unknown,All,All,All,All,,,,
2020,1,Utah,Medicare & Medicaid,All,All,All,All,All,17734,23569,1735,0.0978
2020,1,Utah,Medicare Only,All,All,All,All,All,132177,185743,6123,0.0463
2020,1,Vermont,All,All,All,Aged,All,All,68401,98508,5857,0.0856
2020,1,Vermont,All,All,All,All,0-64,All,12474,17237,2385,0.1912
2020,1,Vermont,All,All,All,All,65-74,All,34847,53279,3305,0.0948
2020,1,Vermont,All,All,All,All,75-84,All,23196,31656,1841,0.0794
2020,1,Vermont,All,All,All,All,85 and over,All,10642,13859,808,0.0759
2020,1,Vermont,All,All,All,All,All,All,81159,116030,8339,0.1027
2020,1,Vermont,All,All,All,All,All,Rural,59805,86286,5537,0.0926
2020,1,Vermont,All,All,All,All,All,Unknown,,,,
2020,1,Vermont,All,All,All,All,All,Urban,21106,29379,2770,0.1312
2020,1,Vermont,All,All,All,Disabled,All,All,12316,17072,2334,0.1895
2020,1,Vermont,All,All,All,ESRD,All,All,442,450,148,0.3348
2020,1,Vermont,All,All,Female,All,All,All,45631,62659,5039,0.1104
2020,1,Vermont,All,All,Male,All,All,All,35528,53371,3300,0.0929
2020,1,Vermont,All,American Indian/Alaska Native,All,All,All,All,38,61,,
2020,1,Vermont,All,Asian/Pacific Islander,All,All,All,All,451,709,44,0.0976
2020,1,Vermont,All,Black/African American,All,All,All,All,343,521,59,0.172
2020,1,Vermont,All,Hispanic,All,All,All,All,552,780,71,0.1286
2020,1,Vermont,All,Non-Hispanic White,All,All,All,All,76426,108848,7841,0.1026
2020,1,Vermont,All,Other/Unknown,All,All,All,All,,,,
2020,1,Vermont,Medicare & Medicaid,All,All,All,All,All,20102,26470,3010,0.1497
2020,1,Vermont,Medicare Only,All,All,All,All,All,61057,89560,5329,0.0873
2020,1,Virgin Islands,All,All,All,All,All,All,10275,17678,429,0.0418
2020,1,Virginia,All,All,All,Aged,All,All,684737,891054,34889,0.051
2020,1,Virginia,All,All,All,All,0-64,All,79721,106863,7135,0.0895
2020,1,Virginia,All,All,All,All,65-74,All,345693,475515,18438,0.0533
2020,1,Virginia,All,All,All,All,75-84,All,239630,295312,11978,0.05
2020,1,Virginia,All,All,All,All,85 and over,All,105687,126581,4939,0.0467
2020,1,Virginia,All,All,All,All,All,All,770731,1004271,42490,0.0551
2020,1,Virginia,All,All,All,All,All,Rural,142250,186792,5636,0.0396
2020,1,Virginia,All,All,All,All,All,Unknown,,,,
2020,1,Virginia,All,All,All,All,All,Urban,627155,815626,36749,0.0586
2020,1,Virginia,All,All,All,Disabled,All,All,74573,101482,6746,0.0905
2020,1,Virginia,All,All,All,ESRD,All,All,11421,11736,855,0.0749
2020,1,Virginia,All,All,Female,All,All,All,441094,558566,25459,0.0577
2020,1,Virginia,All,All,Male,All,All,All,329637,445706,17031,0.0517
2020,1,Virginia,All,American Indian/Alaska Native,All,All,All,All,354,480,32,0.0904
2020,1,Virginia,All,Asian/Pacific Islander,All,All,All,All,19535,29289,1157,0.0592
2020,1,Virginia,All,Black/African American,All,All,All,All,110808,148530,6327,0.0571
2020,1,Virginia,All,Hispanic,All,All,All,All,14230,21534,926,0.0651
2020,1,Virginia,All,Non-Hispanic White,All,All,All,All,604425,774687,32737,0.0542
2020,1,Virginia,All,Other/Unknown,All,All,All,All,,,,
2020,1,Virginia,Medicare & Medicaid,All,All,All,All,All,103235,127889,7683,0.0744
2020,1,Virginia,Medicare Only,All,All,All,All,All,667496,876382,34807,0.0521
2020,1,Washington,All,All,All,Aged,All,All,446251,661793,25827,0.0579
2020,1,Washington,All,All,All,All,0-64,All,59153,91511,5707,0.0965
2020,1,Washington,All,All,All,All,65-74,All,221146,353837,13271,0.06
2020,1,Washington,All,All,All,All,75-84,All,157775,218085,8915,0.0565
2020,1,Washington,All,All,All,All,85 and over,All,70923,93527,4013,0.0566
2020,1,Washington,All,All,All,All,All,All,508997,756960,31906,0.0627
2020,1,Washington,All,All,All,All,All,Rural,113560,174175,6825,0.0601
2020,1,Washington,All,All,All,All,All,Unknown,,,,
2020,1,Washington,All,All,All,All,All,Urban,395224,582298,25074,0.0634
2020,1,Washington,All,All,All,Disabled,All,All,56024,88227,5385,0.0961
2020,1,Washington,All,All,All,ESRD,All,All,6722,6940,694,0.1032
2020,1,Washington,All,All,Female,All,All,All,283160,403844,18922,0.0668
2020,1,Washington,All,All,Male,All,All,All,225837,353116,12984,0.0575
2020,1,Washington,All,American Indian/Alaska Native,All,All,All,All,6012,8517,390,0.0649
2020,1,Washington,All,Asian/Pacific Islander,All,All,All,All,18541,31512,971,0.0524
2020,1,Washington,All,Black/African American,All,All,All,All,10657,17507,854,0.0801
2020,1,Washington,All,Hispanic,All,All,All,All,16894,28359,1051,0.0622
2020,1,Washington,All,Non-Hispanic White,All,All,All,All,441195,645188,27711,0.0628
2020,1,Washington,All,Other/Unknown,All,All,All,All,,,,
2020,1,Washington,Medicare & Medicaid,All,All,All,All,All,83476,120258,7285,0.0873
2020,1,Washington,Medicare Only,All,All,All,All,All,425521,636702,24621,0.0579
2020,1,West Virginia,All,All,All,Aged,All,All,144343,195480,6606,0.0458
2020,1,West Virginia,All,All,All,All,0-64,All,36639,50296,3325,0.0908
2020,1,West Virginia,All,All,All,All,65-74,All,77770,109242,3832,0.0493
2020,1,West Virginia,All,All,All,All,75-84,All,47354,61064,2057,0.0434
2020,1,West Virginia,All,All,All,All,85 and over,All,20436,26400,797,0.039
2020,1,West Virginia,All,All,All,All,All,All,182199,247002,10011,0.0549
2020,1,West Virginia,All,All,All,All,All,Rural,61993,84522,3220,0.0519
2020,1,West Virginia,All,All,All,All,All,Unknown,,,,
2020,1,West Virginia,All,All,All,All,All,Urban,119810,161900,6767,0.0565
2020,1,West Virginia,All,All,All,Disabled,All,All,35603,49228,3250,0.0913
2020,1,West Virginia,All,All,All,ESRD,All,All,2253,2293,155,0.0688
2020,1,West Virginia,All,All,Female,All,All,All,101844,129696,6134,0.0602
2020,1,West Virginia,All,All,Male,All,All,All,80355,117305,3877,0.0482
2020,1,West Virginia,All,American Indian/Alaska Native,All,All,All,All,61,86,,
2020,1,West Virginia,All,Asian/Pacific Islander,All,All,All,All,559,899,25,0.0447
2020,1,West Virginia,All,Black/African American,All,All,All,All,4604,6486,262,0.0569
2020,1,West Virginia,All,Hispanic,All,All,All,All,948,1307,60,0.0633
2020,1,West Virginia,All,Non-Hispanic White,All,All,All,All,173979,235201,9533,0.0548
2020,1,West Virginia,All,Other/Unknown,All,All,All,All,,,,
2020,1,West Virginia,Medicare & Medicaid,All,All,All,All,All,48432,61756,3940,0.0814
2020,1,West Virginia,Medicare Only,All,All,All,All,All,133767,185246,6071,0.0454
2020,1,Wisconsin,All,All,All,Aged,All,All,318251,477194,13818,0.0434
2020,1,Wisconsin,All,All,All,All,0-64,All,60879,85564,6094,0.1001
2020,1,Wisconsin,All,All,All,All,65-74,All,169629,272186,7592,0.0448
2020,1,Wisconsin,All,All,All,All,75-84,All,100009,139997,4298,0.043
2020,1,Wisconsin,All,All,All,All,85 and over,All,51492,67929,2174,0.0422
2020,1,Wisconsin,All,All,All,All,All,All,382009,565675,20158,0.0528
2020,1,Wisconsin,All,All,All,All,All,Rural,140486,216329,6678,0.0475
2020,1,Wisconsin,All,All,All,All,All,Unknown,,,,
2020,1,Wisconsin,All,All,All,All,All,Urban,241477,349230,13479,0.0558
2020,1,Wisconsin,All,All,All,Disabled,All,All,58140,82702,5878,0.1011
2020,1,Wisconsin,All,All,All,ESRD,All,All,5618,5778,462,0.0822
2020,1,Wisconsin,All,All,Female,All,All,All,215001,305490,11963,0.0556
2020,1,Wisconsin,All,All,Male,All,All,All,167008,260185,8195,0.0491
2020,1,Wisconsin,All,American Indian/Alaska Native,All,All,All,All,3250,4403,192,0.0591
2020,1,Wisconsin,All,Asian/Pacific Islander,All,All,All,All,4165,6777,168,0.0403
2020,1,Wisconsin,All,Black/African American,All,All,All,All,13348,18799,1108,0.083
2020,1,Wisconsin,All,Hispanic,All,All,All,All,6944,10632,456,0.0657
2020,1,Wisconsin,All,Non-Hispanic White,All,All,All,All,342506,506268,17688,0.0516
2020,1,Wisconsin,All,Other/Unknown,All,All,All,All,,,,
2020,1,Wisconsin,Medicare & Medicaid,All,All,All,All,All,84833,111766,7655,0.0902
2020,1,Wisconsin,Medicare Only,All,All,All,All,All,297176,453909,12503,0.0421
2020,1,Wyoming,All,All,All,Aged,All,All,56701,86825,2558,0.0451
2020,1,Wyoming,All,All,All,All,0-64,All,7499,10668,958,0.1278
2020,1,Wyoming,All,All,All,All,65-74,All,30381,49979,1461,0.0481
2020,1,Wyoming,All,All,All,All,75-84,All,18958,26968,830,0.0438
2020,1,Wyoming,All,All,All,All,85 and over,All,7623,10145,315,0.0413
2020,1,Wyoming,All,All,All,All,All,All,64461,97760,3564,0.0553
2020,1,Wyoming,All,All,All,All,All,Rural,42586,66566,2211,0.0519
2020,1,Wyoming,All,All,All,All,All,Unknown,,,,
2020,1,Wyoming,All,All,All,All,All,Urban,21177,30106,1295,0.0612
2020,1,Wyoming,All,All,All,Disabled,All,All,7295,10446,913,0.1252
2020,1,Wyoming,All,All,All,ESRD,All,All,465,489,93,0.2
2020,1,Wyoming,All,All,Female,All,All,All,35546,51067,2126,0.0598
2020,1,Wyoming,All,All,Male,All,All,All,28915,46693,1438,0.0497
2020,1,Wyoming,All,American Indian/Alaska Native,All,All,All,All,860,1255,54,0.0628
2020,1,Wyoming,All,Asian/Pacific Islander,All,All,All,All,219,392,18,0.0822
2020,1,Wyoming,All,Black/African American,All,All,All,All,351,549,43,0.1225
2020,1,Wyoming,All,Hispanic,All,All,All,All,2677,4083,183,0.0684
2020,1,Wyoming,All,Non-Hispanic White,All,All,All,All,58826,89002,3185,0.0541
2020,1,Wyoming,All,Other/Unknown,All,All,All,All,,,,
2020,1,Wyoming,Medicare & Medicaid,All,All,All,All,All,8932,11310,1033,0.1157
2020,1,Wyoming,Medicare Only,All,All,All,All,All,55529,86449,2531,0.0456
2020,2,Alabama,All,All,All,Aged,All,All,298190,408426,109218,0.3663
2020,2,Alabama,All,All,All,All,0-64,All,63491,93023,27987,0.4408
2020,2,Alabama,All,All,All,All,65-74,All,153705,219737,56872,0.37
2020,2,Alabama,All,All,All,All,75-84,All,104295,134652,38378,0.368
2020,2,Alabama,All,All,All,All,85 and over,All,43531,57410,15381,0.3533
2020,2,Alabama,All,All,All,All,All,All,365022,504822,138618,0.3798
2020,2,Alabama,All,All,All,All,All,Rural,109812,151450,37482,0.3413
2020,2,Alabama,All,All,All,All,All,Unknown,,,,
2020,2,Alabama,All,All,All,All,All,Urban,254217,352031,100757,0.3963
2020,2,Alabama,All,All,All,Disabled,All,All,59356,88670,26318,0.4434
2020,2,Alabama,All,All,All,ESRD,All,All,7476,7727,3082,0.4123
2020,2,Alabama,All,All,Female,All,All,All,208347,277171,83646,0.4015
2020,2,Alabama,All,All,Male,All,All,All,156675,227652,54972,0.3509
2020,2,Alabama,All,American Indian/Alaska Native,All,All,All,All,347,482,126,0.3631
2020,2,Alabama,All,Asian/Pacific Islander,All,All,All,All,1673,2969,573,0.3425
